"Record","Species","Country","Locality","y","x","host","year","authority","yearrange_earliestyear","yearrange_latestyear","soloyear_earliest","soloyear_latest","decade_est","Species_current","PointsDensity_90","PointsDensity_75"
3339,"Amblyomma variegatum","Angola","Bucaco (Camanongue)",-11.43333333,20.16666667,"not individually recorded","before 1963","309",NA,NA,NA,NA,1960,"Amblyomma variegatum",0.00507530625173652,0.0042294218764471
3340,"Amblyomma variegatum","Angola","Cabinda, Cabinda District",-5.55,12.2,"not individually recorded","before 1963","309",NA,NA,NA,NA,1960,"Amblyomma variegatum",NA,NA
3341,"Amblyomma variegatum","Angola","Caianda",-11,23.53333333,"not individually recorded","before 1963","309",NA,NA,NA,NA,1960,"Amblyomma variegatum",0.0146845277222317,0.0122371064351931
3342,"Amblyomma variegatum","Angola","Chiume",-15.13333333,21.18333333,"not individually recorded","before 1963","309",NA,NA,NA,NA,1960,"Amblyomma variegatum",0.00974290220767163,0.0081190851730597
3343,"Amblyomma variegatum","Angola","Dilolo",-11.5,22.01666667,"not individually recorded","before 1963","309",NA,NA,NA,NA,1960,"Amblyomma variegatum",0.00870993197252406,0.00725827664377005
3344,"Amblyomma variegatum","Angola","Leua",-11.65,20.45,"not individually recorded","before 1963","309",NA,NA,NA,NA,1960,"Amblyomma variegatum",0.00550150263777018,0.00458458553147515
3345,"Amblyomma variegatum","Angola","Luso",-14.9,12.76666667,"not individually recorded","before 1963","309",NA,NA,NA,NA,1960,"Amblyomma variegatum",0.0149868976087752,0.012489081340646
3346,"Amblyomma variegatum","Angola","Muie",-14.35,20.41666667,"not individually recorded","before 1963","309",NA,NA,NA,NA,1960,"Amblyomma variegatum",0.006870202576064,0.00572516881338667
3347,"Amblyomma variegatum","Angola","Mussuma",-14.2,21.91666667,"not individually recorded","before 1963","309",NA,NA,NA,NA,1960,"Amblyomma variegatum",0.022169463954813,0.0184745532956775
3348,"Amblyomma variegatum","Angola","Nana Candundo (=Kavungo)",-11.51666667,23.01666667,"not individually recorded","before 1963","309",NA,NA,NA,NA,1960,"Amblyomma variegatum",0.0143126229830758,0.0119271858192299
3349,"Amblyomma variegatum","Angola","Nova Lisboa (=Huambo)",-12.76666667,15.73333333,"not individually recorded","before 1962","193",NA,NA,NA,NA,1960,"Amblyomma variegatum",0.0371101388223512,0.0309251156852927
3350,"Amblyomma variegatum","Angola","Sandando, Moxico",-11.66666667,20.71666667,"not individually recorded","before 1963","309",NA,NA,NA,NA,1960,"Amblyomma variegatum",0.00584907216652407,0.00487422680543672
3351,"Amblyomma variegatum","Angola","Sessa, Moxico",-13.91666667,20.8,"not individually recorded","before 1963","309",NA,NA,NA,NA,1960,"Amblyomma variegatum",0.00928486513738141,0.00773738761448451
3352,"Amblyomma variegatum","Angola","Vila Gago Coutinho",-14.1,21.43333333,"not individually recorded","before 1963","309",NA,NA,NA,NA,1960,"Amblyomma variegatum",0.015123406172266,0.0126028384768884
3353,"Amblyomma variegatum","Angola","Vila Texeira de Sousa",-10.7,22.23333333,"not individually recorded","before 1963","309",NA,NA,NA,NA,1960,"Amblyomma variegatum",0.00764924836066241,0.00637437363388534
3354,"Amblyomma variegatum","Benin","Abomey",7.183333333,1.983333333,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0499565115569094,0.0416304262974245
3355,"Amblyomma variegatum","Benin","Agbangnizoun",7.066666667,1.966666667,"chien","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0490270527596792,0.0408558772997327
3356,"Amblyomma variegatum","Benin","Agblangandan",6.383333333,2.5,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0378537330134745,0.0315447775112287
3357,"Amblyomma variegatum","Benin","Agouagon",7.983333333,2.3,"milan, cows","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0530716589893689,0.0442263824911408
3358,"Amblyomma variegatum","Benin","Atabenou",11.28333333,2.383333333,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0389151337644169,0.0324292781370141
3359,"Amblyomma variegatum","Benin","Atchoukpa (Atchoupa)",6.533333333,2.633333333,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0389806237392662,0.0324838531160551
3360,"Amblyomma variegatum","Benin","Banikoara",11.3,2.433333333,"sheep","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0377490025845841,0.0314575021538201
3361,"Amblyomma variegatum","Benin","Baperou",9.266666667,2.583333333,"cows, sheep","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0608607805031646,0.0507173170859705
3362,"Amblyomma variegatum","Benin","Bembereke (Bimbereke)",10.21666667,2.666666667,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0593578005147101,0.0494648337622584
3363,"Amblyomma variegatum","Benin","Beroubouay",10.53333333,2.733333333,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0541212480378049,0.0451010400315041
3364,"Amblyomma variegatum","Benin","Bessassi (Nikki)",10.21666667,3.166666667,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.04970439280341,0.041420327336175
3365,"Amblyomma variegatum","Benin","Birni",10,1.516666667,"francolin","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0670254651427328,0.0558545542856107
3366,"Amblyomma variegatum","Benin","Biro",9.9,2.95,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0556285958348054,0.0463571631956711
3367,"Amblyomma variegatum","Benin","Bori (Ndali)",9.75,2.433333333,"buffalo, ichneumon bubale","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0652824690319185,0.0544020575265987
3368,"Amblyomma variegatum","Benin","Bouca",10.21666667,3.133333333,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.04970439280341,0.041420327336175
3369,"Amblyomma variegatum","Benin","Cana",7.133333333,2.066666667,"not individually recorded","before 1962","193",NA,NA,NA,NA,1960,"Amblyomma variegatum",0.0496495740908252,0.0413746450756877
3370,"Amblyomma variegatum","Benin","Cateou (Chatehoue)",6.966666667,1.833333333,"chien","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0466855155951884,0.0389045963293237
3371,"Amblyomma variegatum","Benin","Cotonou",6.35,2.433333333,"cows, sheep, pig","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0382023043064885,0.0318352535887405
3372,"Amblyomma variegatum","Benin","Dan",7.35,2.05,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0512175824473644,0.042681318706137
3373,"Amblyomma variegatum","Benin","Dassa Zoume",7.75,2.183333333,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.052727536964918,0.0439396141374317
3374,"Amblyomma variegatum","Benin","Djalloukou (Tchetti)",7.733333333,1.783333333,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0511721781853487,0.0426434818211239
3375,"Amblyomma variegatum","Benin","Djidja",7.333333333,1.933333333,"chien","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0504907379874145,0.0420756149895121
3376,"Amblyomma variegatum","Benin","Djougou",9.7,1.666666667,"cows, sheep","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0691036575875325,0.0575863813229438
3377,"Amblyomma variegatum","Benin","Doume",8.016666667,1.65,"not individually recorded","before 1962","193",NA,NA,NA,NA,1960,"Amblyomma variegatum",0.0516233037610771,0.0430194198008976
3378,"Amblyomma variegatum","Benin","Ferme Okpara",7.666666667,2.483333333,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0502919096014138,0.0419099246678448
3379,"Amblyomma variegatum","Benin","Fiarou",9.25,2.433333333,"cows, sheep","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0626354141330734,0.0521961784442278
3380,"Amblyomma variegatum","Benin","Fo-Boure",10.11666667,2.4,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0639790544486686,0.0533158787072238
3381,"Amblyomma variegatum","Benin","Frekou (Beroubouay coords)",10.53333333,2.733333333,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0541212480378049,0.0451010400315041
3382,"Amblyomma variegatum","Benin","Gamia",10.4,2.733333333,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0560317608555946,0.0466931340463289
3383,"Amblyomma variegatum","Benin","Ganou",9.383333333,2.633333333,"cows, sheep","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0602557342852507,0.0502131119043756
3384,"Amblyomma variegatum","Benin","Gbaffo (Gbasso)",9.65,1.9,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0696775550464558,0.0580646292053799
3385,"Amblyomma variegatum","Benin","Gobada",7.816666667,2.05,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.053219276177836,0.0443493968148633
3386,"Amblyomma variegatum","Benin","Gome",9.6,2.883333333,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0559780864623002,0.0466484053852502
3387,"Amblyomma variegatum","Benin","Goua (Ina)",9.983333333,2.833333333,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0581835660026816,0.0484863050022347
3388,"Amblyomma variegatum","Benin","Guema (Parakou)",9.4,2.6,"cows, sheep","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0610793571247845,0.0508994642706537
3389,"Amblyomma variegatum","Benin","Honhoun",7.25,1.666666667,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0469250545945898,0.0391042121621582
3390,"Amblyomma variegatum","Benin","Hountagbe (Athieme)",6.583333333,1.666666667,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0402172061969057,0.0335143384974215
3391,"Amblyomma variegatum","Benin","Ina",9.966666667,2.733333333,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0598221575246747,0.0498517979372289
3392,"Amblyomma variegatum","Benin","Kalale (Kalele)",10.3,3.383333333,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0432418050015795,0.0360348375013163
3393,"Amblyomma variegatum","Benin","Kana (=Cana)",7.133333333,2.066666667,"not individually recorded","before 1962","193",NA,NA,NA,NA,1960,"Amblyomma variegatum",0.0496495740908252,0.0413746450756877
3394,"Amblyomma variegatum","Benin","Kani (=Manigri)",8.966666667,1.716666667,"not individually recorded","before 1962","193",NA,NA,NA,NA,1960,"Amblyomma variegatum",0.0639027302915203,0.0532522752429336
3395,"Amblyomma variegatum","Benin","Kika (Parakou)",9.283333333,2.783333333,"cows, sheep","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0565733225667039,0.0471444354722533
3396,"Amblyomma variegatum","Benin","Kotogou (=Koutagou)",10.15,1.15,"not individually recorded","before 1962","193",NA,NA,NA,NA,1960,"Amblyomma variegatum",0.061132119941695,0.0509434332847458
3397,"Amblyomma variegatum","Benin","Koutangou",10.25,1.083333333,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0589941436023044,0.0491617863352537
3398,"Amblyomma variegatum","Benin","Libante",10.8,3.583333333,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0352662447825074,0.0293885373187562
3399,"Amblyomma variegatum","Benin","Liboussou",10.91666667,3.483333333,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0359454390113936,0.0299545325094947
3400,"Amblyomma variegatum","Benin","Lozin (Lozi)",8.066666667,1.983333333,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0544812819189656,0.0454010682658047
3401,"Amblyomma variegatum","Benin","Malanville",11.86666667,3.383333333,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0216601681686457,0.0180501401405381
3402,"Amblyomma variegatum","Benin","Monkpa (Mokpa)",6.883333333,1.983333333,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0469988147007178,0.0391656789172648
3403,"Amblyomma variegatum","Benin","Natitingou",10.31666667,1.366666667,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0613797933056796,0.051149827754733
3404,"Amblyomma variegatum","Benin","Nikki",9.933333333,3.2,"cows, sheep","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0495025193643822,0.0412520994703185
3405,"Amblyomma variegatum","Benin","Okio",8.05,2.7,"not individually recorded","before 1962","193",NA,NA,NA,NA,1960,"Amblyomma variegatum",0.0484414754858965,0.0403678962382471
3406,"Amblyomma variegatum","Benin","Ouararou (Bembereke) (Wanrarou)",10.16666667,2.733333333,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.058806327834831,0.0490052731956925
3407,"Amblyomma variegatum","Benin","Ouari (Wari)",10.23333333,2.4,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0625041820452261,0.0520868183710217
3408,"Amblyomma variegatum","Benin","Ouedeme (Wedeme)",8.016666667,2.166666667,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0541761598475524,0.0451467998729603
3409,"Amblyomma variegatum","Benin","Ouidah",6.366666667,2.083333333,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0394690502448145,0.0328908752040121
3410,"Amblyomma variegatum","Benin","Oumako",6.433333333,1.833333333,"aulacode","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0398783480411909,0.0332319567009924
3411,"Amblyomma variegatum","Benin","Pahou",6.383333333,2.216666667,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0393358476003586,0.0327798730002988
3412,"Amblyomma variegatum","Benin","Paouignan",7.666666667,2.183333333,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0524132680972781,0.0436777234143984
3413,"Amblyomma variegatum","Benin","Parakou",9.35,2.616666667,"cows, cat, dog, chicken","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.06076415340647,0.0506367945053917
3414,"Amblyomma variegatum","Benin","Pessara (Pessar)",9.683333333,1.516666667,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0681646175406502,0.0568038479505418
3415,"Amblyomma variegatum","Benin","Piami",10.95,3.633333333,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0321783961534597,0.0268153301278831
3416,"Amblyomma variegatum","Benin","Porto Novo",6.483333333,2.616666667,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0388121760606646,0.0323434800505538
3417,"Amblyomma variegatum","Benin","Sakete",6.716666667,2.666666667,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0414534589354277,0.0345445491128565
3418,"Amblyomma variegatum","Benin","Savalou",7.933333333,1.966666667,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0537041339588175,0.0447534449656813
3419,"Amblyomma variegatum","Benin","Save",8.033333333,2.483333333,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0515493264282363,0.0429577720235303
3420,"Amblyomma variegatum","Benin","Segbana",10.93333333,3.7,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0313469066036852,0.0261224221697376
3421,"Amblyomma variegatum","Benin","Sekere",10.45,2.45,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.058809714244121,0.0490080952034342
3422,"Amblyomma variegatum","Benin","Seme (Port Novo)",6.366666667,2.616666667,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0365857768120346,0.0304881473433621
3423,"Amblyomma variegatum","Benin","Sikki (Siki)",10.18333333,2.383333333,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0630416552392773,0.0525347126993978
3424,"Amblyomma variegatum","Benin","Sokka",10.01666667,2.55,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0624594992862206,0.0520495827385172
3425,"Amblyomma variegatum","Benin","Sokotindji",10.85,3.266666667,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0403584695040245,0.0336320579200204
3426,"Amblyomma variegatum","Benin","Sondou",9.816666667,2.983333333,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0546150353883003,0.0455125294902503
3427,"Amblyomma variegatum","Benin","Takrissari (Takissari)",10.41666667,1.466666667,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.060848879582544,0.05070739965212
3428,"Amblyomma variegatum","Benin","Tanguieta",10.61666667,1.266666667,"cows, horse","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0550386042038955,0.0458655035032462
3429,"Amblyomma variegatum","Benin","Tchetti",7.833333333,1.666666667,"not individually recorded","before 1962","193",NA,NA,NA,NA,1960,"Amblyomma variegatum",0.0501480007832575,0.0417900006527146
3430,"Amblyomma variegatum","Benin","Toui (Kandi)",8.683333333,2.6,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0542445086811035,0.0452037572342529
3431,"Amblyomma variegatum","Benin","Toui (Kilobo)",8.6,2.716666667,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0511296521772771,0.0426080434810643
3432,"Amblyomma variegatum","Benin","Vela (Segbana)",10.9,3.7,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0317897892014739,0.0264914910012283
3433,"Amblyomma variegatum","Benin","Yeremarou (Parakou)",9.2,2.783333333,"cows, sheep","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0558164659089569,0.0465137215907974
3434,"Amblyomma variegatum","Botswana","Kasane (north)",-17.81666667,25.15,"not individually recorded","before 1962","193",NA,NA,NA,NA,1960,"Amblyomma variegatum",0.119993972475927,0.0999949770632728
3435,"Amblyomma variegatum","Botswana","not given",-18.517,25.673,"cattle","1976-1979","240",1976,1979,NA,NA,1970,"Amblyomma variegatum",0.14942366132659,0.124519717772159
3436,"Amblyomma variegatum","Botswana","not given",-17.851,25.219,"cattle","1976-1979","240",1976,1979,NA,NA,1970,"Amblyomma variegatum",0.123091004752162,0.102575837293468
3437,"Amblyomma variegatum","Botswana","not given",-17.976,25.304,"cattle","1976-1979","240",1976,1979,NA,NA,1970,"Amblyomma variegatum",0.132192090271974,0.110160075226645
3438,"Amblyomma variegatum","Botswana","not given",-18.381,23.527,"cattle","1976-1979","240",1976,1979,NA,NA,1970,"Amblyomma variegatum",0.0522273957330743,0.0435228297775619
3439,"Amblyomma variegatum","Botswana","not given",-18.026,24.6,"cattle","1976-1979","240",1976,1979,NA,NA,1970,"Amblyomma variegatum",0.0910512360924045,0.0758760300770038
3440,"Amblyomma variegatum","Burkina Faso","Bakoure (Tenkodogo)",14.08333333,-1.6,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0211125978114995,0.0175938315095829
3441,"Amblyomma variegatum","Burkina Faso","Bamako",10.55,-4.45,"cows, dog","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0790494291799195,0.0658745243165996
3442,"Amblyomma variegatum","Burkina Faso","Banankeledaga",11.31666667,-4.333333333,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.084230681942233,0.0701922349518608
3443,"Amblyomma variegatum","Burkina Faso","Banfora",10.63333333,-4.766666667,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0851867044631952,0.070988920385996
3444,"Amblyomma variegatum","Burkina Faso","Bobo-Dioulasso",11.2,-4.3,"Francolinus bicalcaratus, Numida meleagris, Varanus exanthematicus, Chameleo vulgaris, Lepus crawsheyi, cow, horse, donkey, man","1950, 1953, 1956, 1974","121, 119",NA,NA,1950,1974,1970,"Amblyomma variegatum",0.0834656792827574,0.0695547327356312
3445,"Amblyomma variegatum","Burkina Faso","Boni",11.56666667,-3.4,"duiker","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0591346272206863,0.0492788560172386
3446,"Amblyomma variegatum","Burkina Faso","Cissin (Sisen)",12.33333333,-1.533333333,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0250482939376024,0.0208735782813354
3447,"Amblyomma variegatum","Burkina Faso","Daramandougou",10.81666667,-4.55,"cows, dog","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0853702067288009,0.0711418389406674
3448,"Amblyomma variegatum","Burkina Faso","Dargo",12.71666667,-0.283333333,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0189306311232504,0.015775525936042
3449,"Amblyomma variegatum","Burkina Faso","Diebougou",10.96666667,-3.25,"Ourebia ourebi, hippotrague","1947 and before 1958","121, 119",NA,NA,1947,1958,1950,"Amblyomma variegatum",0.0573616072749295,0.0478013393957746
3450,"Amblyomma variegatum","Burkina Faso","Djigoue",10.05,3.816666667,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0329778583397714,0.0274815486164762
3451,"Amblyomma variegatum","Burkina Faso","Dori",14.03333333,-0.033333333,"Phacochoerus aethiopicus","1962","121",NA,NA,1962,1962,1960,"Amblyomma variegatum",0.0112455864186825,0.00937132201556874
3452,"Amblyomma variegatum","Burkina Faso","Dougoumato",11.21666667,-3.766666667,"Sylvicapra grimmia","1956","121",NA,NA,1956,1956,1950,"Amblyomma variegatum",0.0704300051051726,0.0586916709209771
3453,"Amblyomma variegatum","Burkina Faso","Fada Ngourma",12.06666667,0.35,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0233796300925613,0.0194830250771344
3454,"Amblyomma variegatum","Burkina Faso","Gaoua",10.33333333,-3.183333333,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0501262470795937,0.0417718725663281
3455,"Amblyomma variegatum","Burkina Faso","Garango",11.8,-0.566666667,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0264075416046048,0.022006284670504
3456,"Amblyomma variegatum","Burkina Faso","Gombeledougou",11.18333333,-3.55,"Phacochoerus aethiopicus, Alcelaphus major","1959, 1975","121",NA,NA,1959,1975,1970,"Amblyomma variegatum",0.0651410932323949,0.0542842443603291
3457,"Amblyomma variegatum","Burkina Faso","Kari (Hounde)",11.38333333,-3.616666667,"Hippotragus equinus, Canis aureus, Genetta tigrina, Francolinus bicalcaratus","1974, 1977","121",NA,NA,1974,1977,1970,"Amblyomma variegatum",0.0665923073193886,0.0554935894328238
3458,"Amblyomma variegatum","Burkina Faso","Komo",10.56666667,-3.01666666,"Sylvicapra grimmia, Cephalophus rufilatus, Ourebia ourebi, Adenota kob, Alcelaphus major, Hippotragus equinus, Syncerus caffer, Phacochoerus aethiopicus","1976, 1977","121",NA,NA,1976,1977,1970,"Amblyomma variegatum",0.0488614173911982,0.0407178478259985
3459,"Amblyomma variegatum","Burkina Faso","Koumbia",11.23333333,-3.7,"Phacochoerus aethiopicus, Thryonomys swinderianus","1963","121",NA,NA,1963,1963,1960,"Amblyomma variegatum",0.0693707688632609,0.0578089740527174
3460,"Amblyomma variegatum","Burkina Faso","Leo",11.1,-2.1,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0314494027006728,0.026207835583894
3461,"Amblyomma variegatum","Burkina Faso","Leraba",9.7,-4.583333333,"Xerus erythropus, Thryonomys swinderianus","1974","121",NA,NA,1974,1974,1970,"Amblyomma variegatum",0.0564466328445824,0.0470388607038187
3462,"Amblyomma variegatum","Burkina Faso","Niassan",13.1,-3.433333333,"horse","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0609786725434193,0.0508155604528494
3463,"Amblyomma variegatum","Burkina Faso","Ouagadougou",12.36666667,-1.516666667,"cows, sheep, chevre, petite outarde, Eupodotis senegalensis","before 1958 and 1956","119, 121",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0246652747548976,0.0205543956290813
3464,"Amblyomma variegatum","Burkina Faso","Sama",11.78333333,-4.316666667,"Ourebia ourebi","1975","121",NA,NA,1975,1975,1970,"Amblyomma variegatum",0.079182294347161,0.0659852452893008
3465,"Amblyomma variegatum","Burkina Faso","Samandeni",11.46666667,-4.466666667,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0861045028408082,0.0717537523673402
3466,"Amblyomma variegatum","Burkina Faso","Tengo",12.76666667,-1.016666667,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0204951444571432,0.0170792870476193
3467,"Amblyomma variegatum","Burkina Faso","Tiefora",10.63333333,-4.55,"cows, chevre","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0821955469351414,0.0684962891126178
3468,"Amblyomma variegatum","Burkina Faso","Tiera (Bobo)",11.76666667,-2.216666667,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0327734790354499,0.0273112325295416
3469,"Amblyomma variegatum","Burkina Faso","Tiogo (Koudougou)",12.33333333,-2.383333333,"dog","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0338695701166107,0.0282246417638423
3470,"Amblyomma variegatum","Burkina Faso","Toussiana",10.83333333,-4.616666667,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0867770832921005,0.0723142360767504
3471,"Amblyomma variegatum","Burkina Faso","Yakala (Garango)",11.51666667,-0.716666667,"Lissotis melanogaster","1958","121",NA,NA,1958,1958,1950,"Amblyomma variegatum",0.0273299851427273,0.0227749876189394
3472,"Amblyomma variegatum","Burkina Faso","Yerifoula",10.46666667,-3.583333333,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.061169114426688,0.05097426202224
3473,"Amblyomma variegatum","Burkina Faso","Zambanga (Kaya)",12.73333333,-0.566666667,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0196050230901652,0.0163375192418043
3474,"Amblyomma variegatum","Burkina Faso","Zamouna (Zomouna)",11.2,-2.466666667,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0381454646096653,0.0317878871747211
3475,"Amblyomma variegatum","Burkina Faso","Zinka",10.13333333,-2.916666667,"sheep","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.0431014261175056,0.0359178550979213
3476,"Amblyomma variegatum","Burkina Faso","Ziou (Ougadougou)",11.05,-0.766666667,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.027453623993249,0.0228780199943742
3477,"Amblyomma variegatum","Burundi","Bururi",-3.95,29.61666667,"not recorded","before 1954","39",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.134399330900348,0.111999442416957
3478,"Amblyomma variegatum","Burundi","Katabo",-3.066666667,29.7,"not recorded","before 1954","39",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.187208851554092,0.156007376295076
