"Record","Species","Country","Locality","y","x","host","year","authority","yearrange_earliestyear","yearrange_latestyear","soloyear_earliest","soloyear_latest","decade_est","Species_current","PointsDensity_90","PointsDensity_75"
5807,"Amblyomma variegatum","Zambia","not given",-13.021,28.3259,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.0805060661766354,0.0670883884805295
5808,"Amblyomma variegatum","Zambia","not given",-12.887,28.5202,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.0781903052890429,0.0651585877408691
5809,"Amblyomma variegatum","Zambia","not given",-14.9618,25.557,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.0706357886250301,0.0588631571875251
5810,"Amblyomma variegatum","Zambia","not given",-15.1372,25.8029,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.0855096352460065,0.0712580293716721
5811,"Amblyomma variegatum","Zambia","not given",-15.6108,25.9013,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.100586534536737,0.0838221121139476
5812,"Amblyomma variegatum","Zambia","not given",-15.7249,26.4209,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.141247061663906,0.117705884719921
5813,"Amblyomma variegatum","Zambia","not given",-14.9405,27.0484,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.156886097138683,0.130738414282236
5814,"Amblyomma variegatum","Zambia","not given",-16.0331,27.2451,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.243035434021386,0.202529528351155
5815,"Amblyomma variegatum","Zambia","not given",-16.207,27.5461,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.287519321971296,0.23959943497608
5816,"Amblyomma variegatum","Zambia","not given",-16.5283,27.3702,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.266912358124234,0.222426965103529
5817,"Amblyomma variegatum","Zambia","not given",-16.5506,27.7093,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.314743104586249,0.262285920488541
5818,"Amblyomma variegatum","Zambia","not given",-16.3795,26.7639,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.190939984121072,0.159116653434227
5819,"Amblyomma variegatum","Zambia","not given",-16.8677,26.945,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.216809932281124,0.180674943567603
5820,"Amblyomma variegatum","Zambia","not given",-17.0944,26.4603,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.1732892275756,0.144407689646334
5821,"Amblyomma variegatum","Zambia","not given",-15.7127,27.4867,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.264780588262351,0.220650490218626
5822,"Amblyomma variegatum","Zambia","not given",-15.8259,27.5564,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.279859318463946,0.233216098719955
5823,"Amblyomma variegatum","Zambia","not given",-15.8624,27.7377,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.303363434979114,0.252802862482595
5824,"Amblyomma variegatum","Zambia","not given",-15.832,27.9997,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.333316422980821,0.277763685817351
5825,"Amblyomma variegatum","Zambia","not given",-15.8791,28.1695,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.353718169649097,0.294765141374248
5826,"Amblyomma variegatum","Zambia","not given",-15.6587,28.188,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.337063056225376,0.280885880187814
5827,"Amblyomma variegatum","Zambia","not given",-15.4257,28.2108,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.314868320269962,0.262390266891635
5828,"Amblyomma variegatum","Zambia","not given",-16.1464,28.1721,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.367261510412504,0.306051258677087
5829,"Amblyomma variegatum","Zambia","not given",-16.0775,28.3942,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.390142403488758,0.325118669573965
5830,"Amblyomma variegatum","Zambia","not given",-16.3408,28.3879,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.402114481373982,0.335095401144985
5831,"Amblyomma variegatum","Zambia","not given",-16.2265,28.5775,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.410993219837088,0.34249434986424
5832,"Amblyomma variegatum","Zambia","not given",-16.1435,28.7192,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.415912380812358,0.346593650676965
5833,"Amblyomma variegatum","Zambia","not given",-15.4987,28.7178,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.34754247627005,0.289618730225042
5834,"Amblyomma variegatum","Zambia","not given",-15.2991,28.8411,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.316351544264701,0.263626286887251
5835,"Amblyomma variegatum","Zambia","not given",-15.0847,29.5819,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.248176724826648,0.20681393735554
5836,"Amblyomma variegatum","Zambia","not given",-14.8615,28.0985,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.233544550681716,0.19462045890143
5837,"Amblyomma variegatum","Zambia","not given",-14.3928,28.3541,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.180508943568569,0.150424119640474
5838,"Amblyomma variegatum","Zambia","not given",-14.2133,28.1404,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.155908514866479,0.129923762388733
5839,"Amblyomma variegatum","Zambia","not given",-13.9527,28.5832,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.132987900334177,0.110823250278481
5840,"Amblyomma variegatum","Zambia","not given",-13.49,29.3647,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.0931084739175196,0.0775903949312664
5841,"Amblyomma variegatum","Zambia","not given",-8.6984,31.1148,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.216473913588869,0.180394927990724
5842,"Amblyomma variegatum","Zambia","not given",-8.8051,31.3061,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.241762656162732,0.20146888013561
5843,"Amblyomma variegatum","Zambia","not given",-8.9932,31.9333,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.325216814671616,0.271014012226347
5844,"Amblyomma variegatum","Zambia","not given",-10.0958,31.1583,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.120311705333826,0.100259754444855
5845,"Amblyomma variegatum","Zambia","not given",-9.2507,30.1238,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.082360670269228,0.0686338918910234
5846,"Amblyomma variegatum","Zambia","not given",-9.6179,29.0473,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.0436121726677902,0.0363434772231585
5847,"Amblyomma variegatum","Zambia","not given",-10.0736,32.558,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.282457132721867,0.235380943934889
5848,"Amblyomma variegatum","Zambia","not given",-10.2504,33.3663,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.338572099166546,0.282143415972122
5849,"Amblyomma variegatum","Zambia","not given",-10.4593,31.9055,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.160916754310174,0.134097295258479
5850,"Amblyomma variegatum","Zambia","not given",-10.5666,31.9696,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.15766850120947,0.131390417674558
5851,"Amblyomma variegatum","Zambia","not given",-11.0347,28.7748,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.0508864629932917,0.0424053858277431
5852,"Amblyomma variegatum","Zambia","not given",-11.3234,29.4832,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.0504735848352032,0.0420613206960027
5853,"Amblyomma variegatum","Zambia","not given",-11.3688,31.5818,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.097815171651514,0.0815126430429284
5854,"Amblyomma variegatum","Zambia","not given",-11.7506,31.3839,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.0942112951477276,0.0785094126231064
5855,"Amblyomma variegatum","Zambia","not given",-12.9034,30.0738,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.0746693628409503,0.0622244690341252
5856,"Amblyomma variegatum","Zambia","not given",-13.232,30.2477,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.088095618406178,0.0734130153384816
5857,"Amblyomma variegatum","Zambia","not given",-12.2509,33.1369,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.213429326047572,0.17785777170631
5858,"Amblyomma variegatum","Zambia","not given",-12.4052,33.2291,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.220228444576052,0.183523703813377
5859,"Amblyomma variegatum","Zambia","not given",-13.0185,31.422,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.168272112869069,0.140226760724224
5860,"Amblyomma variegatum","Zambia","not given",-12.9533,31.7785,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.195736210293112,0.163113508577593
5861,"Amblyomma variegatum","Zambia","not given",-13.2472,31.489,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.184213000377423,0.153510833647852
5862,"Amblyomma variegatum","Zambia","not given",-13.971,31.7516,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.22079725272342,0.18399771060285
5863,"Amblyomma variegatum","Zambia","not given",-14.0539,31.6601,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.206999384317431,0.172499486931193
5864,"Amblyomma variegatum","Zambia","not given",-14.0954,31.8763,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.224846498295046,0.187372081912538
5865,"Amblyomma variegatum","Zambia","not given",-14.1494,31.7507,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.213487061804586,0.177905884837155
5866,"Amblyomma variegatum","Zambia","not given",-14.3347,31.6437,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.194288006347709,0.161906671956424
5867,"Amblyomma variegatum","Zambia","not given",-14.3948,31.4858,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.181854802699873,0.151545668916561
5868,"Amblyomma variegatum","Zambia","not given",-14.4095,31.2482,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.166022187191637,0.138351822659698
5869,"Amblyomma variegatum","Zambia","not given",-14.275,31.2431,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.167574411700065,0.139645343083388
5870,"Amblyomma variegatum","Zambia","not given",-14.259,31.1159,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.158878345386198,0.132398621155165
5871,"Amblyomma variegatum","Zambia","not given",-14.7538,30.7334,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.158305720255163,0.13192143354597
5872,"Amblyomma variegatum","Zambia","not given",-13.6835,32.0683,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.252317919362548,0.210264932802123
5873,"Amblyomma variegatum","Zambia","not given",-13.64,31.9416,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.242335234745185,0.201946028954321
5874,"Amblyomma variegatum","Zambia","not given",-13.5245,32.0448,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.252074051345085,0.210061709454238
5875,"Amblyomma variegatum","Zambia","not given",-13.4378,31.9906,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.2433170219059,0.202764184921584
5876,"Amblyomma variegatum","Zambia","not given",-13.3429,32.1032,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.251053690926661,0.209211409105551
5877,"Amblyomma variegatum","Zambia","not given",-13.2198,32.1537,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.248560083426091,0.207133402855076
5878,"Amblyomma variegatum","Zambia","not given",-13.4029,32.1822,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.258684555022113,0.215570462518427
5879,"Amblyomma variegatum","Zambia","not given",-13.3815,32.2922,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.26664765185854,0.222206376548783
5880,"Amblyomma variegatum","Zambia","not given",-13.5353,32.2285,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.264080745858607,0.220067288215506
5881,"Amblyomma variegatum","Zambia","not given",-13.6293,32.1862,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.261559426435967,0.217966188696639
5882,"Amblyomma variegatum","Zambia","not given",-13.6921,32.29,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.26605058872232,0.221708823935267
5883,"Amblyomma variegatum","Zambia","not given",-13.5949,32.3437,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.271298041325348,0.226081701104456
5884,"Amblyomma variegatum","Zambia","not given",-13.3973,32.4625,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.274574037380511,0.228811697817092
5885,"Amblyomma variegatum","Zambia","not given",-13.2838,32.4748,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.270243126343401,0.225202605286167
5886,"Amblyomma variegatum","Zambia","not given",-13.2428,32.5566,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.271335776708593,0.226113147257161
5887,"Amblyomma variegatum","Zambia","not given",-13.4705,32.5946,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.279720014076291,0.233100011730243
5888,"Amblyomma variegatum","Zambia","not given",-13.361,32.6162,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.277285057788167,0.231070881490139
5889,"Amblyomma variegatum","Zambia","not given",-13.2831,32.6925,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.276063002366944,0.230052501972453
5890,"Amblyomma variegatum","Zambia","not given",-13.3921,32.7542,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.280458584899682,0.233715487416401
5891,"Amblyomma variegatum","Zambia","not given",-13.2877,32.8117,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.277027923425032,0.230856602854194
5892,"Amblyomma variegatum","Zambia","not given",-13.1927,32.6857,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.272357611165425,0.226964675971188
5893,"Amblyomma variegatum","Zambia","not given",-13.1202,32.7582,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.269024639646744,0.22418719970562
5894,"Amblyomma variegatum","Zambia","not given",-14.2192,32.2708,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.236047033445121,0.196705861204268
5895,"Amblyomma variegatum","Zambia","not given",-14.1028,32.3527,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.249132677524738,0.207610564603948
5896,"Amblyomma variegatum","Zambia","not given",-13.9995,32.4859,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.258938275822619,0.215781896518849
5897,"Amblyomma variegatum","Zambia","not given",-13.9064,32.4084,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.264376050058413,0.220313375048678
5898,"Amblyomma variegatum","Zambia","not given",-13.7945,32.4165,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.269761286462107,0.224801072051756
5899,"Amblyomma variegatum","Zambia","not given",-13.8214,32.5396,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.272145442731832,0.226787868943193
5900,"Amblyomma variegatum","Zambia","not given",-13.7848,32.5929,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.275497468136462,0.229581223447051
5901,"Amblyomma variegatum","Zambia","not given",-13.8658,32.6419,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.272200680381649,0.226833900318041
5902,"Amblyomma variegatum","Zambia","not given",-13.9305,32.6986,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.267531299093668,0.222942749244723
5903,"Amblyomma variegatum","Zambia","not given",-13.66,32.5991,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.279040559951159,0.232533799959299
5904,"Amblyomma variegatum","Zambia","not given",-13.7069,32.434,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.272669983178377,0.227224985981981
5905,"Amblyomma variegatum","Zambia","not given",-13.6172,32.444,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.274898356862664,0.22908196405222
5906,"Amblyomma variegatum","Zambia","not given",-13.5941,32.5104,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.277684599777712,0.231403833148093
5907,"Amblyomma variegatum","Zambia","not given",-13.5364,32.399,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.27316581866645,0.227638182222042
5908,"Amblyomma variegatum","Zambia","not given",-13.4792,32.3937,"not individually recorded","1965-1991","242",1965,1991,NA,NA,1960,"Amblyomma variegatum",0.272723607144042,0.227269672620035
5909,"Amblyomma variegatum","Zambia","Nteka (Nteko)",-9.3,32.46666667,"not recorded","before 1954","195",NA,NA,NA,NA,1950,"Amblyomma variegatum",0.379783606334441,0.316486338612034
5910,"Amblyomma variegatum","Zambia","Rufunsa",-15.08333333,29.63333333,"cattle","1969-1972","109",1969,1972,NA,NA,1960,"Amblyomma variegatum",0.242490536328616,0.202075446940513
5911,"Amblyomma variegatum","Zambia","Shamboko",-14.18333333,31.43333333,"cattle","1969-1972","109",1969,1972,NA,NA,1960,"Amblyomma variegatum",0.18535334752226,0.154461122935217
5912,"Amblyomma variegatum","Zambia","Shiwa Ngandu",-11.2,31.75,"cattle","1966-1973","110",1966,1973,NA,NA,1960,"Amblyomma variegatum",0.109031455738264,0.0908595464485536
5913,"Amblyomma variegatum","Zambia","Sinda",-14.23333333,31.75,"cattle","1966-1973","110",1966,1973,NA,NA,1960,"Amblyomma variegatum",0.206185777180975,0.171821480984146
5918,"Amblyomma variegatum","Zimbabwe","Mutare district (Mutare coords)",-18.96666667,32.66666667,"not individually recorded","before 1962","193",NA,NA,NA,NA,1960,"Amblyomma variegatum",0.437533389986979,0.364611158322483
6877,"Boophilus decoloratus","Angola","Cossa",-7.866666667,21.35,"Bos taurus","1954","32",NA,NA,1954,1954,1950,"Boophilus decoloratus",0.0174887461477601,0.0145739551231334
6878,"Boophilus decoloratus","Angola","Fucauma",-7.233333333,21.2,"Bos taurus","1954","32",NA,NA,1954,1954,1950,"Boophilus decoloratus",0.0184795423984822,0.0153996186654018
6879,"Boophilus decoloratus","Angola","Luapasso",-8.233333333,20.75,"Bos taurus","1955","32",NA,NA,1955,1955,1950,"Boophilus decoloratus",0.014129373825381,0.0117744781878175
6880,"Boophilus decoloratus","Angola","Lumboma",-8.033333333,21.5,"Hippotragus niger","1960","32",NA,NA,1960,1960,1960,"Boophilus decoloratus",0.0163417774672317,0.0136181478893597
6881,"Boophilus decoloratus","Angola","Maludi",-8.016666667,21.3,"Bos taurus","1955","32",NA,NA,1955,1955,1950,"Boophilus decoloratus",0.0166371631270551,0.0138643026058792
6882,"Boophilus decoloratus","Benin","Agblangandan",6.383333333,2.5,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Boophilus decoloratus",0.0378537330134745,0.0315447775112287
6883,"Boophilus decoloratus","Benin","Agouagon",7.983333333,2.3,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Boophilus decoloratus",0.0530716589893689,0.0442263824911408
6884,"Boophilus decoloratus","Benin","Angaradebou",11.16666667,2.416666667,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Boophilus decoloratus",0.0422627836024037,0.0352189863353364
6885,"Boophilus decoloratus","Benin","Bembereke (Bimbereke)",10.21666667,2.666666667,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Boophilus decoloratus",0.0593578005147101,0.0494648337622584
6886,"Boophilus decoloratus","Benin","Beroubouay",10.53333333,2.733333333,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Boophilus decoloratus",0.0541212480378049,0.0451010400315041
6887,"Boophilus decoloratus","Benin","Bessassi (Nikki)",10.21666667,3.166666667,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Boophilus decoloratus",0.04970439280341,0.041420327336175
6888,"Boophilus decoloratus","Benin","Biro",9.9,2.95,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Boophilus decoloratus",0.0556285958348054,0.0463571631956711
6889,"Boophilus decoloratus","Benin","Bori (Ndali)",9.75,2.433333333,"bubale","before 1958","119",NA,NA,NA,NA,1950,"Boophilus decoloratus",0.0652824690319185,0.0544020575265987
6890,"Boophilus decoloratus","Benin","Cotonou",6.35,2.433333333,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Boophilus decoloratus",0.0382023043064885,0.0318352535887405
6891,"Boophilus decoloratus","Benin","Dan (Bohicon)",7.35,2.05,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Boophilus decoloratus",0.0512175824473644,0.042681318706137
6892,"Boophilus decoloratus","Benin","Dassa Zoume",7.75,2.183333333,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Boophilus decoloratus",0.052727536964918,0.0439396141374317
6893,"Boophilus decoloratus","Benin","Djalloukou (Tchetti)",7.733333333,1.783333333,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Boophilus decoloratus",0.0511721781853487,0.0426434818211239
6894,"Boophilus decoloratus","Benin","Djidja (Abomey)",7.333333333,1.933333333,"dog","before 1958","119",NA,NA,NA,NA,1950,"Boophilus decoloratus",0.0504907379874145,0.0420756149895121
6895,"Boophilus decoloratus","Benin","Djougou",9.7,1.666666667,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Boophilus decoloratus",0.0691036575875325,0.0575863813229438
6896,"Boophilus decoloratus","Benin","Ferme Okpara",7.666666667,2.483333333,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Boophilus decoloratus",0.0502919096014138,0.0419099246678448
6897,"Boophilus decoloratus","Benin","Frekou (Beroubouay coords)",10.53333333,2.733333333,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Boophilus decoloratus",0.0541212480378049,0.0451010400315041
6898,"Boophilus decoloratus","Benin","Gamia",10.4,2.733333333,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Boophilus decoloratus",0.0560317608555946,0.0466931340463289
6899,"Boophilus decoloratus","Benin","Ganou",9.383333333,2.633333333,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Boophilus decoloratus",0.0602557342852507,0.0502131119043756
6900,"Boophilus decoloratus","Benin","Gbaffo (Gbasso)",9.65,1.9,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Boophilus decoloratus",0.0696775550464558,0.0580646292053799
6901,"Boophilus decoloratus","Benin","Gobada",7.816666667,2.05,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Boophilus decoloratus",0.053219276177836,0.0443493968148633
6902,"Boophilus decoloratus","Benin","Gogonou",10.83333333,2.833333333,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Boophilus decoloratus",0.0476874117430278,0.0397395097858565
6903,"Boophilus decoloratus","Benin","Gome (Dassa Zoume)",9.6,2.883333333,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Boophilus decoloratus",0.0559780864623002,0.0466484053852502
6904,"Boophilus decoloratus","Benin","Guema (Parakou)",9.4,2.6,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Boophilus decoloratus",0.0610793571247845,0.0508994642706537
6905,"Boophilus decoloratus","Benin","Ina",9.966666667,2.733333333,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Boophilus decoloratus",0.0598221575246747,0.0498517979372289
6906,"Boophilus decoloratus","Benin","Kalale (Kalele)",10.3,3.383333333,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Boophilus decoloratus",0.0432418050015795,0.0360348375013163
6907,"Boophilus decoloratus","Benin","Kandi",11.13333333,2.933333333,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Boophilus decoloratus",0.0393581094593682,0.0327984245494735
6908,"Boophilus decoloratus","Benin","Karimama",12.06666667,3.183333333,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Boophilus decoloratus",0.0193358113097054,0.0161131760914211
6909,"Boophilus decoloratus","Benin","Kika (Parakou)",9.283333333,2.783333333,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Boophilus decoloratus",0.0565733225667039,0.0471444354722533
6910,"Boophilus decoloratus","Benin","Koutari (Tanguieta) (Kotari)",10.66666667,1.05,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Boophilus decoloratus",0.0523639227220452,0.043636602268371
6911,"Boophilus decoloratus","Benin","Libante",10.8,3.583333333,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Boophilus decoloratus",0.0352662447825074,0.0293885373187562
6912,"Boophilus decoloratus","Benin","Liboussou",10.91666667,3.483333333,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Boophilus decoloratus",0.0359454390113936,0.0299545325094947
6913,"Boophilus decoloratus","Benin","Lozin (Lozi)",8.066666667,1.983333333,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Boophilus decoloratus",0.0544812819189656,0.0454010682658047
6914,"Boophilus decoloratus","Benin","Malanville",11.86666667,3.383333333,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Boophilus decoloratus",0.0216601681686457,0.0180501401405381
6915,"Boophilus decoloratus","Benin","Monkpa (Mokpa)",6.883333333,1.983333333,"not recorded","before 1958","119",NA,NA,NA,NA,1950,"Boophilus decoloratus",0.0469988147007178,0.0391656789172648
