gbifID	type	format	identifier	references	title	description	source	audience	created	creator	contributor	publisher	license	rightsHolder
2432649140	StillImage	image/jpeg	https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=4a9af0d7-86d2-4f88-8afe-a2b0558ffb24	https://images.ala.org.au/image/4a9af0d7-86d2-4f88-8afe-a2b0558ffb24	Lepus europaeus Pallas, 1778				2018-12-18T19:27:24Z	HappyChaos|questagame.com				
2432649140	StillImage	image/jpeg	https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=ee796a75-e4fe-4cb5-9175-4c4b100dd6c5	https://images.ala.org.au/image/ee796a75-e4fe-4cb5-9175-4c4b100dd6c5	Lepus europaeus Pallas, 1778				2018-12-18T19:27:22Z	HappyChaos|questagame.com				
2432649140	StillImage	image/jpeg	https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=2f18e620-ec93-467e-b8df-5c3f0950c1ea	https://images.ala.org.au/image/2f18e620-ec93-467e-b8df-5c3f0950c1ea	Lepus europaeus Pallas, 1778				2018-12-18T19:27:23Z	HappyChaos|questagame.com				
2432649140	StillImage	image/jpeg	https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=a472fe7a-82e4-4bbf-ae7c-1de4715d68fa	https://images.ala.org.au/image/a472fe7a-82e4-4bbf-ae7c-1de4715d68fa	Lepus europaeus Pallas, 1778				2018-12-18T19:27:23Z	HappyChaos|questagame.com				
2432648808	StillImage	image/jpeg	https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=a1066c5a-aeb0-4e7a-9ab8-cfadf895e8d2	https://images.ala.org.au/image/a1066c5a-aeb0-4e7a-9ab8-cfadf895e8d2	Lepus europaeus Pallas, 1778				2018-12-18T15:46:37Z	frond|questagame.com				
2432648808	StillImage	image/jpeg	https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=6f1d5853-c53b-4980-a355-c08806a711ce	https://images.ala.org.au/image/6f1d5853-c53b-4980-a355-c08806a711ce	Lepus europaeus Pallas, 1778				2018-12-18T15:46:36Z	frond|questagame.com				
2432648808	StillImage	image/jpeg	https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=47c44ea3-826b-433b-aa9d-d042f8c1b7fe	https://images.ala.org.au/image/47c44ea3-826b-433b-aa9d-d042f8c1b7fe	Lepus europaeus Pallas, 1778				2018-12-18T15:46:39Z	frond|questagame.com				
2432648808	StillImage	image/jpeg	https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=5417a43c-4289-4971-8302-42e465fc1014	https://images.ala.org.au/image/5417a43c-4289-4971-8302-42e465fc1014	Lepus europaeus Pallas, 1778				2018-12-18T15:46:38Z	frond|questagame.com				
2432646362	StillImage	image/jpeg	https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=6b410702-5334-4cf4-873e-5665e1dd57b3	https://images.ala.org.au/image/6b410702-5334-4cf4-873e-5665e1dd57b3	Lepus europaeus Pallas, 1778				2019-04-12T04:03:40Z	Iamafunguy|questagame.com				
2432646260	StillImage	image/jpeg	https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=cf396f5b-0ad4-4871-9b2b-830169f0b9ac	https://images.ala.org.au/image/cf396f5b-0ad4-4871-9b2b-830169f0b9ac	Lepus europaeus Pallas, 1778				2018-12-18T16:05:49Z	Regb|questagame.com				
2432646260	StillImage	image/jpeg	https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=4cf0c577-cd78-4f2b-854d-097cb4ec4138	https://images.ala.org.au/image/4cf0c577-cd78-4f2b-854d-097cb4ec4138	Lepus europaeus Pallas, 1778				2018-12-18T16:05:49Z	Regb|questagame.com				
2432646260	StillImage	image/jpeg	https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=616e41b6-9dee-46d9-84d9-a51f2c1ef852	https://images.ala.org.au/image/616e41b6-9dee-46d9-84d9-a51f2c1ef852	Lepus europaeus Pallas, 1778				2018-12-18T16:05:50Z	Regb|questagame.com				
2432638806	StillImage	image/jpeg	https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=ddfb88b9-1287-4aa4-9fb8-1ba6cce7255e	https://images.ala.org.au/image/ddfb88b9-1287-4aa4-9fb8-1ba6cce7255e	Lepus europaeus Pallas, 1778				2019-02-08T03:44:00Z	Penelope|questagame.com				
2432638806	StillImage	image/jpeg	https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=25fae527-9007-4779-bf36-aff06712980a	https://images.ala.org.au/image/25fae527-9007-4779-bf36-aff06712980a	Lepus europaeus Pallas, 1778				2019-02-08T03:44:01Z	Penelope|questagame.com				
2432638806	StillImage	image/jpeg	https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=2b406efd-3a6c-4fd2-aaff-2ee8f8e205d0	https://images.ala.org.au/image/2b406efd-3a6c-4fd2-aaff-2ee8f8e205d0	Lepus europaeus Pallas, 1778				2019-02-08T03:43:59Z	Penelope|questagame.com				
2432638806	StillImage	image/jpeg	https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=39e62302-cde3-4654-aa23-28be94874795	https://images.ala.org.au/image/39e62302-cde3-4654-aa23-28be94874795	Lepus europaeus Pallas, 1778				2019-02-08T03:44:00Z	Penelope|questagame.com				
2432630821	StillImage	image/jpeg	https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=f0ed202a-125e-4b10-88ab-604c7e471f03	https://images.ala.org.au/image/f0ed202a-125e-4b10-88ab-604c7e471f03	Lepus europaeus Pallas, 1778				2018-12-18T22:55:35Z	Rosalie Neve|questagame.com				
2432630821	StillImage	image/jpeg	https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=9ceb8aa7-7800-4e63-941f-d6fbd7833aab	https://images.ala.org.au/image/9ceb8aa7-7800-4e63-941f-d6fbd7833aab	Lepus europaeus Pallas, 1778				2018-12-18T22:55:36Z	Rosalie Neve|questagame.com				
2432628779	StillImage	image/jpeg	https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=70f18e2e-dd00-43a8-b3ef-371b3db3e1b3	https://images.ala.org.au/image/70f18e2e-dd00-43a8-b3ef-371b3db3e1b3	Lepus europaeus Pallas, 1778				2018-12-18T19:44:27Z	BennyB|questagame.com				
2432628779	StillImage	image/jpeg	https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=9aff2ebf-614f-419a-b56c-ed9136d6a161	https://images.ala.org.au/image/9aff2ebf-614f-419a-b56c-ed9136d6a161	Lepus europaeus Pallas, 1778				2018-12-18T19:44:28Z	BennyB|questagame.com				
2432628779	StillImage	image/jpeg	https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=a976ea46-aeeb-45f3-ae74-04ac868c4124	https://images.ala.org.au/image/a976ea46-aeeb-45f3-ae74-04ac868c4124	Lepus europaeus Pallas, 1778				2018-12-18T19:44:28Z	BennyB|questagame.com				
2432626246	StillImage	image/jpeg	https://images.ala.org.au/image/proxyImageThumbnailLarge?imageId=2e163277-3542-4fd6-8f40-e451f8280a8a	https://images.ala.org.au/image/2e163277-3542-4fd6-8f40-e451f8280a8a	Lepus capensis Linnaeus, 1758				2019-02-22T06:32:34Z	The Cathcarts|questagame.com				
