gbifID	abstract	accessRights	accrualMethod	accrualPeriodicity	accrualPolicy	alternative	audience	available	bibliographicCitation	conformsTo	contributor	coverage	created	creator	date	dateAccepted	dateCopyrighted	dateSubmitted	description	educationLevel	extent	format	hasFormat	hasPart	hasVersion	identifier	instructionalMethod	isFormatOf	isPartOf	isReferencedBy	isReplacedBy	isRequiredBy	isVersionOf	issued	language	license	mediator	medium	modified	provenance	publisher	references	relation	replaces	requires	rights	rightsHolder	source	spatial	subject	tableOfContents	temporal	title	type	valid	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	occurrenceStatus	preparations	disposition	associatedMedia	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOccurrences	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	samplingEffort	sampleSizeValue	sampleSizeUnit	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	minimumElevationInMeters	maximumElevationInMeters	verbatimElevation	minimumDepthInMeters	maximumDepthInMeters	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceVerificationStatus	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	identificationQualifier	typeStatus	identifiedBy	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks	recordedByID	identifiedByID
2634573333																										47806882										http://creativecommons.org/licenses/by-nc/4.0/			2020-05-30T07:44:25Z			https://www.inaturalist.org/observations/47806882				© ollie888 some rights reserved	ollie888												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/47806882	47806882		ollie888								wild																					2020-05-30T06:12:06+03:00	03:12:06Z						Sat May 30 2020 06:12:06 GMT+0300 (GMT+3)																KE	Narok				Trans Mara, Rift Valley, KE											-1.074625	35.22683		5																																			106669744				2020-05-30T03:56:08Z				564349								Lepus victoriae								Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus				species									
2634357038																										46942773										http://creativecommons.org/licenses/by-nc/4.0/			2020-05-23T09:22:04Z			https://www.inaturalist.org/observations/46942773				© heliastes21 some rights reserved	heliastes21												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/46942773	46942773		heliastes21								wild																					2002-10-17T14:03:00+01:00	13:03:00Z						2002/10/17 2:03 PM BST																ZM	North-Western				Kasempa, Zambia											-14.5454434768	26.2023708228		61																																			104981724				2020-05-23T09:11:33Z				564349								Lepus victoriae								Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus				species									
2626447760																										45744500										http://creativecommons.org/licenses/by-nc/4.0/			2020-05-13T13:47:16Z			https://www.inaturalist.org/observations/45744500				© andyfrank some rights reserved	andyfrank												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/45744500	45744500		andyfrank								wild									Scrub Hare												2013-06-09T08:16:00-07:00	15:16:00Z						2013/06/09 8:16 AM PDT																ZM	Muchinga				South Luangwa National Park, Zambia											-13.0144204	31.736841		209																																			102642367				2020-05-13T13:47:16Z				564349								Lepus victoriae								Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus				species									
2626155444																										25829869										http://creativecommons.org/licenses/by-nc/4.0/			2020-05-19T06:02:33Z			https://www.inaturalist.org/observations/25829869				© Shirley Hitschmann some rights reserved	Shirley Hitschmann												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/25829869	25829869		Shirley Hitschmann								wild																					2019-05-16T18:18:00+01:00	17:18:00Z						2019/05/16 6:18 PM CAT																ZW	Mashonaland West				Zimbabwe											-15.9371586	29.4569938		208																																			56539728				2019-05-26T20:24:18Z				564349								Lepus victoriae								Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus				species									
2626150702																										40890455										http://creativecommons.org/licenses/by-nc/4.0/			2020-03-28T16:35:39Z			https://www.inaturalist.org/observations/40890455				© William Stephens some rights reserved	William Stephens												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/40890455	40890455		William Stephens								wild																					2003-01-24T11:39:00+00:00	11:39:00Z						2003/01/24 11:39 AM GMT																TZ	Arusha				Ngorongoro, Tanzania											-3.2137423778	35.5582429267		7280																																			92443940				2020-03-28T16:16:57Z				564349								Lepus victoriae								Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus				species									
2611116350																										21484707										http://creativecommons.org/publicdomain/zero/1.0/			2020-05-02T13:07:59Z			https://www.inaturalist.org/observations/21484707				By Boris Delahaie no rights reserved	Boris Delahaie												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/21484707	21484707		Boris Delahaie								wild																					2019-02-20T16:24:00+01:00	15:24:00Z						2019/02/20 4:24 PM CET																EH	Oued el Dahab				Oued el Dahab, Western Sahara											23.2550216667	-15.1650316667																																					48006399				2019-03-22T16:08:33Z				564349								Lepus victoriae								Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus				species									
2609284351																										42687863										http://creativecommons.org/licenses/by-nc/4.0/			2020-04-24T14:00:18Z			https://www.inaturalist.org/observations/42687863				© lemoncul some rights reserved	lemoncul												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/42687863	42687863		lemoncul								wild																					2020-04-17T20:03:00+02:00	18:03:00Z						2020/04/17 8:03 PM SAST																MW	Chikwawa				Chikwawa, Malawi											-15.8581174503	34.7455396839		1000																																			97346195				2020-04-24T13:59:12Z				564349								Lepus victoriae								Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus				species									
2609225740																										42688247										http://creativecommons.org/licenses/by-nc/4.0/			2020-04-24T13:57:53Z			https://www.inaturalist.org/observations/42688247				© markusgmeiner some rights reserved	markusgmeiner												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/42688247	42688247		markusgmeiner								wild																					2020-04-17T20:06:00+02:00	18:06:00Z						2020/04/17 8:06 PM SAST																MW	Chikwawa				Majete Wildlife Reserve, Malawi											-15.8720447752	34.7455408597		1184																																			96574133				2020-04-20T18:38:52Z				564349								Lepus victoriae								Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus				species									
2603837894																										RMNH.MAM.26797@CRS										CC0 1.0			2019/10/14								Naturalis Biodiversity Center									Naturalis Biodiversity Center				Mammalia			PreservedSpecimen				https://data.biodiversitydata.nl/naturalis/specimen/RMNH.MAM.26797	RMNH.MAM.26797		Veth H.J. & Kellen P.J. v.d.	1									study skin																			1885-02-11																						Angola					Humpata														WGS84																																																				Lepus microtis capensis Heuglin, 1865													Lepus		microtis	capensis	subspecies		Heuglin, 1865		ICZN					
2596331905																										40603285										http://creativecommons.org/licenses/by-nc/4.0/			2020-03-24T08:38:53Z			https://www.inaturalist.org/observations/40603285				© heliastes21 some rights reserved	heliastes21												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/40603285	40603285		heliastes21								wild																					2012-10-27T19:32:00+01:00	18:32:00Z						2012/10/27 6:32 PM BST																ZM	Eastern				Mambwe, Zambia											-13.0698795573	31.8245873452		31																																			91756267				2020-03-23T20:46:31Z				564349								Lepus victoriae								Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus				species									
2596098062																										39882479										http://creativecommons.org/licenses/by-nc/4.0/			2020-03-27T17:29:27Z			https://www.inaturalist.org/observations/39882479				© pfaucher some rights reserved	pfaucher												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/39882479	39882479		pfaucher								wild									107_7071.JPG												2020-03-05T19:18:00-05:00	00:18:00Z						2020/03/05 7:18 PM EST																TD	Salamat				Salamat Region, Chad											10.83936	19.8180316667																																					92293635				2020-03-27T17:29:27Z				564349								Lepus victoriae								Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus				species									
2580104626																										40101638										http://creativecommons.org/licenses/by-nc/4.0/			2020-03-17T19:20:27Z			https://www.inaturalist.org/observations/40101638				© heliastes21 some rights reserved	heliastes21												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/40101638	40101638		heliastes21								wild																					2012-10-21T19:49:00+01:00	18:49:00Z						2012/10/21 7:49 PM BST																ZM	Central				Mumbwa, Zambia											-14.9363154618	26.0215714923		122																																			90683835				2020-03-16T22:18:09Z				564349								Lepus victoriae								Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus				species									
2579368050																										39650232										http://creativecommons.org/licenses/by-nc/4.0/			2020-03-07T15:32:55Z			https://www.inaturalist.org/observations/39650232				© Alan Lee some rights reserved	Alan Lee												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/39650232	39650232		Alan Lee								wild																					2020-02-20T18:00:00+02:00	16:00:00Z						2020/02/20 6:00 PM SAST																KE	Narok				Enonkishu waterhole											-1.0735544775	35.2619732634		230																																			89568471				2020-03-07T15:32:55Z				564349								Lepus victoriae								Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus				species									
2579333843																										35960725										http://creativecommons.org/licenses/by-nc/4.0/			2020-03-09T14:08:28Z			https://www.inaturalist.org/observations/35960725				© brentwhite1213 some rights reserved	brentwhite1213												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/35960725	35960725		brentwhite1213								wild																					2016-08-13T12:56:00-10:00	22:56:00Z						2016/08/13 12:56 PM HST																NE	Niamey				Talladje, Niamey, Niger											13.4979743895	2.1542998478		11041																																			78589714				2019-11-22T22:36:44Z				564349								Lepus victoriae								Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus				species									
2579307835																										35998662										http://creativecommons.org/licenses/by-nc/4.0/			2020-03-28T18:06:15Z			https://www.inaturalist.org/observations/35998662				© brentwhite1213 some rights reserved	brentwhite1213												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/35998662	35998662		brentwhite1213								wild									individual found dead on road												2016-09-13T11:45:00-10:00	21:45:00Z						2016/09/13 11:45 AM HST																NE	Niamey				Aeroport, Niamey, Niger											13.4854004471	2.1906494768		7813																																			78681942				2019-11-24T00:52:10Z				564349								Lepus victoriae								Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus				species									
2576354690																										39484929										http://creativecommons.org/licenses/by-nc/4.0/			2020-03-03T09:54:34Z			https://www.inaturalist.org/observations/39484929				© markusgmeiner some rights reserved	markusgmeiner												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/39484929	39484929		markusgmeiner								wild																					2014-11-30T10:05:00+02:00	08:05:00Z						2014/11/30 10:05 AM SAST																TZ	Mara				Serengeti National Park, Tansania											-2.4101631712	34.8673852538		2504																																			89125093				2020-03-03T09:54:34Z				564349								Lepus victoriae								Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus				species									
2576283575																										39323757										http://creativecommons.org/licenses/by-nc/4.0/			2020-03-06T18:05:17Z			https://www.inaturalist.org/observations/39323757				© Louis Beney some rights reserved	Louis Beney												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/39323757	39323757		Louis Beney								wild																					2020-02-25							2020/02/25 1:59 PM UTC																KE	Taita Taveta				Kenya											-3.5715326	38.2110938		279																																			88712792				2020-02-28T19:18:04Z				564349								Lepus victoriae								Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus				species									
2574203424																										36366737										http://creativecommons.org/publicdomain/zero/1.0/			2019-12-11T23:17:04Z			https://www.inaturalist.org/observations/36366737				By Stephen John Davies no rights reserved	Stephen John Davies												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/36366737	36366737		Stephen John Davies								wild																					2019-11-16T18:43:00-05:00	23:43:00Z						2019/11/16 6:43 PM EST																BW	Ghanzi				Ghanzi, Ghanzi, Botswana											-21.7628716667	21.68134																																					79721354				2019-12-05T02:46:04Z				564349								Lepus victoriae								Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus				species									
2561525275																										MCZ:Mamm:70545									en				2020-02-04 14:23:05.0			http://mczbase.mcz.harvard.edu/guid/MCZ:Mamm:70545					President and Fellows of Harvard College							PhysicalObject		b4640710-8e03-11d8-b956-b8a03c50a862			MCZ	Mamm		Museum of Comparative Zoology, Harvard University	PreservedSpecimen			"{""sex"":""unknown""}"	MCZ:Mamm:70545	70545		Joanna G. Larson	1			unknown						skull (dry)	not applicable					field number=JGL 01	sex: unknown											JGL 01	2012-01-03		0		2012	01	03	3 Jan 2012		salvage								Africa: Tanzania: Dar es Salaam	Africa				Tanzania	TZ	Dar es Salaam			Dondwe Forest	Tanzania: Dar es Salaam: Dondwe Forest	98	98	98-98 m								-7.0652333333	39.0971666667	WGS84					07°03.914'S	039°05.830'E	degrees dec. minutes					Joanna G. Larson		GPS	Collector provided, GPS	verified by collector																							Madeleine Mullon	2020-01-27			found dead, only skull taken									Lepus victoriae victoriae							Animalia Chordata Mammalia Lagomorpha Leporidae Lepus victoriae victoriae	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		victoriae	victoriae					ICZN					
2556152168																										GR20_793																															CERF0120		Centre d�Etudes, de Recherches et de Formation foresti�res	CERF-01-2020			Occurrence				GR20_793	2019-10		CeRGeT-ONG																													1/9/2011				2011	9	1		Foret classee Oueme Superieur	Echantillonnage al�atoire									Africa				Benin		Borgou			Tchaourou												9.66	2.25																																																					Lepus victoriae								Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		victoriae		Species		Thomas							
2556151561																										GR20_111																															CERF0119		Centre d�Etudes, de Recherches et de Formation foresti�res	CERF-01-2020			Occurrence				GR20_111	2019-10		Sinsin et al.																													1/6/2004				2004	6	1		Foret classee Alibori superieur	Echantillonnage al�atoire									Africa				Benin		Borgou			Gogounou												10.75	2.33																																																					Lepus victoriae								Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		victoriae		Species		Thomas							
2550134805																										6327179										http://creativecommons.org/licenses/by-nc/4.0/			2020-01-05T21:28:55Z			https://www.inaturalist.org/observations/6327179				© Norton Santos some rights reserved	Norton Santos												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/6327179	6327179		Norton Santos								wild																					2017-03-10T22:31:00-03:00	01:31:00Z						2017/03/10 10:31 PM -0300																ZA	Mpumalanga				"24°28'22"" S 31°47'1"" E"											-24.472778	31.783611		200																																			82686695				2020-01-05T21:28:55Z				564349								Lepus victoriae								Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus				species									https://orcid.org/0000-0002-7230-1449
2543021352																										36990267										http://creativecommons.org/licenses/by-nc/4.0/			2019-12-27T11:21:55Z			https://www.inaturalist.org/observations/36990267				© Irene Domhoff some rights reserved	Irene Domhoff												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/36990267	36990267		Irene Domhoff								wild																					2019-10-08T19:59:00-07:00	02:59:00Z						2019/10/08 7:59 PM PDT																KE	Narok				Ololunga, Kenya											-1.09699	35.23729																																					81676921				2019-12-27T04:27:32Z				564349								Lepus victoriae								Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus				species									
2445161762																										34844408										http://creativecommons.org/licenses/by-nc/4.0/			2019-10-24T20:46:09Z			https://www.inaturalist.org/observations/34844408				© Joni Overbosch some rights reserved	Joni Overbosch												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/34844408	34844408		Joni Overbosch								wild																					2015-02-18T22:44:00+01:00	21:44:00Z						2015/02/18 10:44 PM CET																TZ	Arusha				Unnamed Road, Tanzania											-2.9775	35.008537																																					75613603				2019-10-24T20:45:18Z				564349								Lepus victoriae								Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus				species									
2432526090																										ZMA.MAM.6426.b@CRS										CC0 1.0			2017/12/12								Naturalis Biodiversity Center									Naturalis Biodiversity Center				Mammalia			PreservedSpecimen				https://data.biodiversitydata.nl/naturalis/specimen/ZMA.MAM.6426.b	ZMA.MAM.6426.b			1			male						study skin																			1963-08-23																						Botswana																			WGS84																																																				Lepus microtis whytei													Lepus		microtis	whytei	subspecies				ICZN					
2432525128																										ZMA.MAM.6426.a@CRS										CC0 1.0			2017/12/12								Naturalis Biodiversity Center									Naturalis Biodiversity Center				Mammalia			PreservedSpecimen				https://data.biodiversitydata.nl/naturalis/specimen/ZMA.MAM.6426.a	ZMA.MAM.6426.a			1			male						loose bones																			1963-08-23																						Botswana																			WGS84																																																				Lepus microtis whytei													Lepus		microtis	whytei	subspecies				ICZN					
2429571377																										34305397										http://creativecommons.org/licenses/by-nc/4.0/			2019-10-13T21:02:22Z			https://www.inaturalist.org/observations/34305397				© ONG OeBenin some rights reserved	ONG OeBenin												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/34305397	34305397		ONG OeBenin								wild																					2019-02-16T20:39:00+01:00	19:39:00Z						2019/02/16 8:39 PM CET																BJ	Atakora				Tanguiéta, Benin											11.3685949125	1.9202484049		1953																																			74343972				2019-10-13T15:16:32Z				564349								Lepus victoriae								Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus				species									
2382318281																										NMK:MAM: 2018-SM-374																																	NMK	MAM		NMK	HumanObservation				NMK:MAM: 2018-SM-374			Simon Musila, ZhongZheng Chen, Quan L, Richard Yego, Bin Zhang, Kennedy Onditi, Immaculate Muthoni, Samson Omondi, James Mathenge , Esther Kioko, Xue Long Jiang			Individual																African Savanna Hare														2018	11	13							Musila S, ZhongZheng Chen, Quan L, Richard Yego, Bin Zhang, Kennedy Onditi, Immaculate Muthoni, Samson Omondi, James Mathenge , Esther Kioko, Xue Long Jiang2019a. Diversity and distribution patterns of non-volant small mammals along different elevation gradients on Mt. Kenya, Kenya. Zoological Research. 2019, 40 (1):	Literature survey				Africa				Kenya	KE		Meru	Mainly Meru and Laikipia counties	Mt. Kenya Forest-National Park and Forest Reserve											Protected National Park and Forest Reserves in Kenya, Managed by Kenya Forest Service and Kenya Wildife Service	-0.0588	38.0231	WGS84												Robert Syingi (NMK)	2018-11-13	Guide to Best Practices for Georeferencing. (Chapman and Wieczorek, eds. 2379). GBF	Verbatim	Verified																																				Lepus victoriae								Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		victoriae											
2249971569																										GBMIN43512-14																																					MATERIAL_SAMPLE				http://bins.boldsystems.org/index.php/Public_RecordView?processid=GBMIN43512-14																	https://www.ncbi.nlm.nih.gov/nuccore/KJ192836														KJ192836																																																																																					BOLD:ACQ0641	http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ACQ0641							http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ACQ0641	BOLD:ACQ0641									Chordata	Mammalia	Lagomorpha	Leporidae	Lepus													
2249803632																										GBMA22517-19																																					MATERIAL_SAMPLE				http://bins.boldsystems.org/index.php/Public_RecordView?processid=GBMA22517-19																	https://www.ncbi.nlm.nih.gov/nuccore/KJ397612																																					Mauritania																																																														BOLD:ACQ0641	http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ACQ0641							http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ACQ0641	BOLD:ACQ0641									Chordata	Mammalia	Lagomorpha	Leporidae	Lepus													
2237036006																										ODDB_630																																	ODDB-0NG/Direction de la Biodiversité	Faune			HumanObservation				ODDB_630	ODDB_630_2018		Houngbédji M.G., Dakpogan S.C., Toundoh C., Houndemikon G and Oga A.																													23/2/2018				2018	2	23												Africa				Bénin		Mono			Houéyogbé												6.584080736	1.78058128																																																					Lepus victoriae								Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus				Species									
1993738153																										20055269										http://creativecommons.org/licenses/by-nc/4.0/			2019-02-03T16:29:24Z			https://www.inaturalist.org/observations/20055269				© markusgmeiner some rights reserved	markusgmeiner												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/20055269	20055269		markusgmeiner								wild																					2019-01-26T19:00:00+02:00	17:00:00Z						2019/01/26 7:00 PM SAST																MW	Machinga				Liwonde National Park, Machinga, Malawi											-14.8651967094	35.3035428735		1252																																			44447940				2019-02-03T15:23:36Z				564349								Lepus victoriae								Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus				species									
1987350579																										f235d735-e57a-41f4-bc0d-2d877b9e917b													2015-9-28																				UMMZ	mammals			PreservedSpecimen				f235d735-e57a-41f4-bc0d-2d877b9e917b	123226	631	REDDING, R.								Native	Present	SKULL - 1|SKELETON - 1																			06-01-1973				1973	06	01	1 JUNE 1973										KENYA	AFRICA				KENYA					LAKE HANNINGTON,N SHORE,LOBOI LOCALITY	KENYA: :  CO.; LAKE HANNINGTON,N SHORE,LOBOI LOCALITY; .34, 36.08;											0.3400000000	36.0800000000	WGS84	1.3000000000				.34	36.08	decimal degrees					Lucy Tran		MaNIS georeferencing guidelines	ArcView GNS	unverified																																				Lepus microtis microtis							Lagomorpha Leporidae Lepus	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		microtis	microtis	subspecies				ICZN	Current				
1987292951																										7e81704c-530e-4b9c-ab9d-e503e83679a9													2015-9-28																				UMMZ	mammals			PreservedSpecimen				7e81704c-530e-4b9c-ab9d-e503e83679a9	123227		REDDING, R.								Native	Present	SKULL - 1|SKELETON - 1																										1973										KENYA	AFRICA				KENYA					LAKE HANNINGTON,N SHORE,LOBOI LOCALITY	KENYA: :  CO.; LAKE HANNINGTON,N SHORE,LOBOI LOCALITY; .34, 36.08;											0.3400000000	36.0800000000	WGS84	1.3000000000				.34	36.08	decimal degrees					Lucy Tran		MaNIS georeferencing guidelines	ArcView GNS	unverified																																				Lepus microtis microtis							Lagomorpha Leporidae Lepus	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		microtis	microtis	subspecies				ICZN	Current				
1987281517																										683e55c9-9952-4565-a6e7-653bf554b3a4													2015-11-16																				UMMZ	mammals			PreservedSpecimen				683e55c9-9952-4565-a6e7-653bf554b3a4	53993	8309	ALLEN, G.				MALE				Native	Present	SKIN - 1|SKULL - 1																			08-13-1909				1909	08	13	13 AUGUST 1909										UGANDA	AFRICA				UGANDA					MIVERU RIVER	Miveru R., Brit. East Africa																																																																	Lepus microtis microtis							Lagomorpha Leporidae Lepus	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		microtis	microtis	subspecies				ICZN	Current				
1987281245																										67b20af5-e379-4c38-b093-08cc10d413ce													2015-9-28																				UMMZ	mammals			PreservedSpecimen				67b20af5-e379-4c38-b093-08cc10d413ce	57077		ANSOYE, W.				MALE				Native	Present	SKIN - 1|SKULL - 1																			09-13-1906				1906	09	13	13 SEPTEMBER 1906										ANGOLA, BENGUELA	AFRICA				ANGOLA		BENGUELA			TINYAMBA RIVER	ANGOLA: BENGUELA:  CO.; TINYAMBA RIVER; , ;																																																																	Lepus microtis angolensis							Lagomorpha Leporidae Lepus	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		microtis	angolensis	subspecies				ICZN	Current				
1987276019																										5ccf39b1-98ed-4c53-a77b-50bbe79f527e													2015-9-28																				UMMZ	mammals			PreservedSpecimen				5ccf39b1-98ed-4c53-a77b-50bbe79f527e	58813		Jackson, Sir Frederick				MALE				Native	Present	SKIN - 1|SKULL - 1																																				UGANDA	AFRICA				UGANDA					ANKOLE	UGANDA: :  CO.; ANKOLE; , ;																																																																	Lepus microtis microtis							Lagomorpha Leporidae Lepus	Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus		microtis	microtis	subspecies				ICZN	Current				
1978842704																										19186275										http://creativecommons.org/licenses/by-nc/4.0/			2018-12-26T04:37:24Z			https://www.inaturalist.org/observations/19186275				© Dany Sloan some rights reserved	Dany Sloan												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/19186275	19186275		Dany Sloan								wild																					2017-11-21T14:01:00-05:00	19:01:00Z						2017/11/21 2:01 PM EST																TZ	Arusha				Tanzania											-3.2261675	35.4466595		160																																			41944349				2018-12-26T04:37:22Z				564349								Lepus victoriae								Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus				species									
1932250210																										Quicama N.P. Large Mammals Survey. RWCP/INBAC. 2017:103869										https://creativecommons.org/licenses/by-nc/4.0/											(RWCP/ZSL)Range Wide Conservation Programe for Cheetah and African Wild Dog /Zoological Society of London and  (INBAC) Instituto Nacional de Biodiversidade e Áreas de Conservação de Angola												INBAC|RWCP|ZSL		Quicama N.P. Large Mammals Survey. RWCP/INBAC. 2017		MachineObservation				Quicama N.P. Large Mammals Survey. RWCP/INBAC. 2017:103869	103869			1			unidentified	unidentified			native																					2017-09-05/2017-10-07				2017	10	5			Camera Trap: Panthera V6														AO	Luanda															-9.68	13.59	WGS84		0.01																																																		Lepus victoriae										Mammalia	Lagomorpha	Leporidae	Lepus		victoriae					African savanna hare						
1932250119																										Quicama N.P. Large Mammals Survey. RWCP/INBAC. 2017:96572										https://creativecommons.org/licenses/by-nc/4.0/											(RWCP/ZSL)Range Wide Conservation Programe for Cheetah and African Wild Dog /Zoological Society of London and  (INBAC) Instituto Nacional de Biodiversidade e Áreas de Conservação de Angola												INBAC|RWCP|ZSL		Quicama N.P. Large Mammals Survey. RWCP/INBAC. 2017		MachineObservation				Quicama N.P. Large Mammals Survey. RWCP/INBAC. 2017:96572	96572			1			unidentified	unidentified			native																					2017-09-05/2017-10-07				2017	10	5			Camera Trap: Panthera V6														AO	Luanda															-9.68	13.59	WGS84		0.01																																																		Lepus victoriae										Mammalia	Lagomorpha	Leporidae	Lepus		victoriae					African savanna hare						
